Kommunenummer,Kommune,År,Bygningstype,Sort_Bygningstype,Bygningstype_4_gr,Sort_Bygningstype_4_gr,Antall
4018,Nome,01.01.2020,Enebolig,1,Enebolig,1,2739
4018,Nome,01.01.2020,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",2,160
4018,Nome,01.01.2020,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",2,89
4018,Nome,01.01.2020,Boligblokk,2,Leilighet,3,267
4018,Nome,01.01.2020,Bygning for bofellesskap,6,Annen boligbygging,4,46
4018,Nome,01.01.2020,Andre bygningstyper,5,Annen boligbygging,4,90
4018,Nome,01.01.2021,Enebolig,1,Enebolig,1,2741
4018,Nome,01.01.2021,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",2,173
4018,Nome,01.01.2021,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",2,82
4018,Nome,01.01.2021,Boligblokk,2,Leilighet,3,283
4018,Nome,01.01.2021,Bygning for bofellesskap,6,Annen boligbygging,4,48
4018,Nome,01.01.2021,Andre bygningstyper,5,Annen boligbygging,4,97
4018,Nome,01.01.2022,Enebolig,1,Enebolig,1,2749
4018,Nome,01.01.2022,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",2,173
4018,Nome,01.01.2022,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",2,82
4018,Nome,01.01.2022,Boligblokk,2,Leilighet,3,283
4018,Nome,01.01.2022,Bygning for bofellesskap,6,Annen boligbygging,4,48
4018,Nome,01.01.2022,Andre bygningstyper,5,Annen boligbygging,4,94
4018,Nome,01.01.2023,Enebolig,1,Enebolig,1,2750
4018,Nome,01.01.2023,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",2,177
4018,Nome,01.01.2023,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",2,82
4018,Nome,01.01.2023,Boligblokk,2,Leilighet,3,296
4018,Nome,01.01.2023,Bygning for bofellesskap,6,Annen boligbygging,4,48
4018,Nome,01.01.2023,Andre bygningstyper,5,Annen boligbygging,4,94
4018,Nome,01.01.2024,Enebolig,1,Enebolig,1,2745
4018,Nome,01.01.2024,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",2,179
4018,Nome,01.01.2024,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",2,86
4018,Nome,01.01.2024,Boligblokk,2,Leilighet,3,296
4018,Nome,01.01.2024,Bygning for bofellesskap,6,Annen boligbygging,4,47
4018,Nome,01.01.2024,Andre bygningstyper,5,Annen boligbygging,4,96
4018,Nome,01.01.2025,Enebolig,1,Enebolig,1,2748
4018,Nome,01.01.2025,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",2,177
4018,Nome,01.01.2025,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",2,89
4018,Nome,01.01.2025,Boligblokk,2,Leilighet,3,296
4018,Nome,01.01.2025,Bygning for bofellesskap,6,Annen boligbygging,4,46
4018,Nome,01.01.2025,Andre bygningstyper,5,Annen boligbygging,4,93
4018,Nome,01.01.2026,Enebolig,1,Enebolig,1,2752
4018,Nome,01.01.2026,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",2,180
4018,Nome,01.01.2026,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",2,89
4018,Nome,01.01.2026,Boligblokk,2,Leilighet,3,296
4018,Nome,01.01.2026,Bygning for bofellesskap,6,Annen boligbygging,4,46
4018,Nome,01.01.2026,Andre bygningstyper,5,Annen boligbygging,4,95
4020,Midt-Telemark,01.01.2013,Enebolig,1,Enebolig,1,4179
4020,Midt-Telemark,01.01.2013,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",2,322
4020,Midt-Telemark,01.01.2013,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",2,310
4020,Midt-Telemark,01.01.2013,Boligblokk,2,Leilighet,3,297
4020,Midt-Telemark,01.01.2013,Bygning for bofellesskap,6,Annen boligbygging,4,432
4020,Midt-Telemark,01.01.2013,Andre bygningstyper,5,Annen boligbygging,4,225
4020,Midt-Telemark,01.01.2014,Enebolig,1,Enebolig,1,4188
4020,Midt-Telemark,01.01.2014,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",2,322
4020,Midt-Telemark,01.01.2014,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",2,311
4020,Midt-Telemark,01.01.2014,Boligblokk,2,Leilighet,3,306
4020,Midt-Telemark,01.01.2014,Bygning for bofellesskap,6,Annen boligbygging,4,432
4020,Midt-Telemark,01.01.2014,Andre bygningstyper,5,Annen boligbygging,4,219
4020,Midt-Telemark,01.01.2015,Enebolig,1,Enebolig,1,4230
4020,Midt-Telemark,01.01.2015,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",2,321
4020,Midt-Telemark,01.01.2015,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",2,315
4020,Midt-Telemark,01.01.2015,Boligblokk,2,Leilighet,3,306
4020,Midt-Telemark,01.01.2015,Bygning for bofellesskap,6,Annen boligbygging,4,437
4020,Midt-Telemark,01.01.2015,Andre bygningstyper,5,Annen boligbygging,4,239
4020,Midt-Telemark,01.01.2016,Enebolig,1,Enebolig,1,4269
4020,Midt-Telemark,01.01.2016,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",2,322
4020,Midt-Telemark,01.01.2016,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",2,327
4020,Midt-Telemark,01.01.2016,Boligblokk,2,Leilighet,3,303
4020,Midt-Telemark,01.01.2016,Bygning for bofellesskap,6,Annen boligbygging,4,406
4020,Midt-Telemark,01.01.2016,Andre bygningstyper,5,Annen boligbygging,4,244
4020,Midt-Telemark,01.01.2017,Enebolig,1,Enebolig,1,4268
4020,Midt-Telemark,01.01.2017,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",2,322
4020,Midt-Telemark,01.01.2017,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",2,350
4020,Midt-Telemark,01.01.2017,Boligblokk,2,Leilighet,3,289
4020,Midt-Telemark,01.01.2017,Bygning for bofellesskap,6,Annen boligbygging,4,409
4020,Midt-Telemark,01.01.2017,Andre bygningstyper,5,Annen boligbygging,4,264
4020,Midt-Telemark,01.01.2018,Enebolig,1,Enebolig,1,4299
4020,Midt-Telemark,01.01.2018,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",2,325
4020,Midt-Telemark,01.01.2018,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",2,348
4020,Midt-Telemark,01.01.2018,Boligblokk,2,Leilighet,3,299
4020,Midt-Telemark,01.01.2018,Bygning for bofellesskap,6,Annen boligbygging,4,401
4020,Midt-Telemark,01.01.2018,Andre bygningstyper,5,Annen boligbygging,4,264
4020,Midt-Telemark,01.01.2019,Enebolig,1,Enebolig,1,4325
4020,Midt-Telemark,01.01.2019,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",2,328
4020,Midt-Telemark,01.01.2019,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",2,366
4020,Midt-Telemark,01.01.2019,Boligblokk,2,Leilighet,3,300
4020,Midt-Telemark,01.01.2019,Bygning for bofellesskap,6,Annen boligbygging,4,407
4020,Midt-Telemark,01.01.2019,Andre bygningstyper,5,Annen boligbygging,4,268
4020,Midt-Telemark,01.01.2020,Enebolig,1,Enebolig,1,4114
4020,Midt-Telemark,01.01.2020,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",2,332
4020,Midt-Telemark,01.01.2020,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",2,374
4020,Midt-Telemark,01.01.2020,Boligblokk,2,Leilighet,3,304
4020,Midt-Telemark,01.01.2020,Bygning for bofellesskap,6,Annen boligbygging,4,455
4020,Midt-Telemark,01.01.2020,Andre bygningstyper,5,Annen boligbygging,4,271
4020,Midt-Telemark,01.01.2021,Enebolig,1,Enebolig,1,4128
4020,Midt-Telemark,01.01.2021,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",2,326
4020,Midt-Telemark,01.01.2021,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",2,378
4020,Midt-Telemark,01.01.2021,Boligblokk,2,Leilighet,3,594
4020,Midt-Telemark,01.01.2021,Bygning for bofellesskap,6,Annen boligbygging,4,380
4020,Midt-Telemark,01.01.2021,Andre bygningstyper,5,Annen boligbygging,4,271
4020,Midt-Telemark,01.01.2022,Enebolig,1,Enebolig,1,4161
4020,Midt-Telemark,01.01.2022,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",2,328
4020,Midt-Telemark,01.01.2022,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",2,402
4020,Midt-Telemark,01.01.2022,Boligblokk,2,Leilighet,3,653
4020,Midt-Telemark,01.01.2022,Bygning for bofellesskap,6,Annen boligbygging,4,385
4020,Midt-Telemark,01.01.2022,Andre bygningstyper,5,Annen boligbygging,4,293
4020,Midt-Telemark,01.01.2023,Enebolig,1,Enebolig,1,4193
4020,Midt-Telemark,01.01.2023,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",2,319
4020,Midt-Telemark,01.01.2023,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",2,422
4020,Midt-Telemark,01.01.2023,Boligblokk,2,Leilighet,3,655
4020,Midt-Telemark,01.01.2023,Bygning for bofellesskap,6,Annen boligbygging,4,384
4020,Midt-Telemark,01.01.2023,Andre bygningstyper,5,Annen boligbygging,4,311
4020,Midt-Telemark,01.01.2024,Enebolig,1,Enebolig,1,4220
4020,Midt-Telemark,01.01.2024,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",2,316
4020,Midt-Telemark,01.01.2024,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",2,428
4020,Midt-Telemark,01.01.2024,Boligblokk,2,Leilighet,3,668
4020,Midt-Telemark,01.01.2024,Bygning for bofellesskap,6,Annen boligbygging,4,384
4020,Midt-Telemark,01.01.2024,Andre bygningstyper,5,Annen boligbygging,4,327
4020,Midt-Telemark,01.01.2025,Enebolig,1,Enebolig,1,4223
4020,Midt-Telemark,01.01.2025,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",2,318
4020,Midt-Telemark,01.01.2025,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",2,436
4020,Midt-Telemark,01.01.2025,Boligblokk,2,Leilighet,3,298
4020,Midt-Telemark,01.01.2025,Bygning for bofellesskap,6,Annen boligbygging,4,770
4020,Midt-Telemark,01.01.2025,Andre bygningstyper,5,Annen boligbygging,4,335
4020,Midt-Telemark,01.01.2026,Enebolig,1,Enebolig,1,4233
4020,Midt-Telemark,01.01.2026,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",2,318
4020,Midt-Telemark,01.01.2026,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",2,442
4020,Midt-Telemark,01.01.2026,Boligblokk,2,Leilighet,3,301
4020,Midt-Telemark,01.01.2026,Bygning for bofellesskap,6,Annen boligbygging,4,769
4020,Midt-Telemark,01.01.2026,Andre bygningstyper,5,Annen boligbygging,4,335
4022,Seljord,01.01.2013,Enebolig,1,Enebolig,1,1421
4022,Seljord,01.01.2013,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",2,66
4022,Seljord,01.01.2013,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",2,85
4022,Seljord,01.01.2013,Boligblokk,2,Leilighet,3,30
4022,Seljord,01.01.2013,Bygning for bofellesskap,6,Annen boligbygging,4,10
4022,Seljord,01.01.2013,Andre bygningstyper,5,Annen boligbygging,4,42
4022,Seljord,01.01.2014,Enebolig,1,Enebolig,1,1420
4022,Seljord,01.01.2014,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",2,76
4022,Seljord,01.01.2014,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",2,85
4022,Seljord,01.01.2014,Boligblokk,2,Leilighet,3,30
4022,Seljord,01.01.2014,Bygning for bofellesskap,6,Annen boligbygging,4,14
4022,Seljord,01.01.2014,Andre bygningstyper,5,Annen boligbygging,4,40
4022,Seljord,01.01.2015,Enebolig,1,Enebolig,1,1425
4022,Seljord,01.01.2015,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",2,76
4022,Seljord,01.01.2015,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",2,85
4022,Seljord,01.01.2015,Boligblokk,2,Leilighet,3,30
4022,Seljord,01.01.2015,Bygning for bofellesskap,6,Annen boligbygging,4,14
4022,Seljord,01.01.2015,Andre bygningstyper,5,Annen boligbygging,4,40
4022,Seljord,01.01.2016,Enebolig,1,Enebolig,1,1440
4022,Seljord,01.01.2016,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",2,75
4022,Seljord,01.01.2016,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",2,85
4022,Seljord,01.01.2016,Boligblokk,2,Leilighet,3,38
4022,Seljord,01.01.2016,Bygning for bofellesskap,6,Annen boligbygging,4,14
4022,Seljord,01.01.2016,Andre bygningstyper,5,Annen boligbygging,4,38
4022,Seljord,01.01.2017,Enebolig,1,Enebolig,1,1443
4022,Seljord,01.01.2017,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",2,74
4022,Seljord,01.01.2017,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",2,85
4022,Seljord,01.01.2017,Boligblokk,2,Leilighet,3,38
4022,Seljord,01.01.2017,Bygning for bofellesskap,6,Annen boligbygging,4,14
4022,Seljord,01.01.2017,Andre bygningstyper,5,Annen boligbygging,4,37
4022,Seljord,01.01.2018,Enebolig,1,Enebolig,1,1446
4022,Seljord,01.01.2018,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",2,77
4022,Seljord,01.01.2018,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",2,85
4022,Seljord,01.01.2018,Boligblokk,2,Leilighet,3,38
4022,Seljord,01.01.2018,Bygning for bofellesskap,6,Annen boligbygging,4,14
4022,Seljord,01.01.2018,Andre bygningstyper,5,Annen boligbygging,4,36
4022,Seljord,01.01.2019,Enebolig,1,Enebolig,1,1447
4022,Seljord,01.01.2019,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",2,77
4022,Seljord,01.01.2019,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",2,85
4022,Seljord,01.01.2019,Boligblokk,2,Leilighet,3,38
4022,Seljord,01.01.2019,Bygning for bofellesskap,6,Annen boligbygging,4,14
4022,Seljord,01.01.2019,Andre bygningstyper,5,Annen boligbygging,4,37
4022,Seljord,01.01.2020,Enebolig,1,Enebolig,1,1445
4022,Seljord,01.01.2020,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",2,77
4022,Seljord,01.01.2020,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",2,85
4022,Seljord,01.01.2020,Boligblokk,2,Leilighet,3,38
4022,Seljord,01.01.2020,Bygning for bofellesskap,6,Annen boligbygging,4,14
4022,Seljord,01.01.2020,Andre bygningstyper,5,Annen boligbygging,4,35
4022,Seljord,01.01.2021,Enebolig,1,Enebolig,1,1446
4022,Seljord,01.01.2021,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",2,76
4022,Seljord,01.01.2021,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",2,85
4022,Seljord,01.01.2021,Boligblokk,2,Leilighet,3,42
4022,Seljord,01.01.2021,Bygning for bofellesskap,6,Annen boligbygging,4,14
4022,Seljord,01.01.2021,Andre bygningstyper,5,Annen boligbygging,4,35
4022,Seljord,01.01.2022,Enebolig,1,Enebolig,1,1446
4022,Seljord,01.01.2022,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",2,76
4022,Seljord,01.01.2022,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",2,85
4022,Seljord,01.01.2022,Boligblokk,2,Leilighet,3,42
4022,Seljord,01.01.2022,Bygning for bofellesskap,6,Annen boligbygging,4,19
4022,Seljord,01.01.2022,Andre bygningstyper,5,Annen boligbygging,4,31
4022,Seljord,01.01.2023,Enebolig,1,Enebolig,1,1447
4022,Seljord,01.01.2023,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",2,76
4022,Seljord,01.01.2023,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",2,85
4022,Seljord,01.01.2023,Boligblokk,2,Leilighet,3,42
4022,Seljord,01.01.2023,Bygning for bofellesskap,6,Annen boligbygging,4,19
4022,Seljord,01.01.2023,Andre bygningstyper,5,Annen boligbygging,4,31
4022,Seljord,01.01.2024,Enebolig,1,Enebolig,1,1458
4022,Seljord,01.01.2024,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",2,74
4022,Seljord,01.01.2024,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",2,89
4022,Seljord,01.01.2024,Boligblokk,2,Leilighet,3,42
4022,Seljord,01.01.2024,Bygning for bofellesskap,6,Annen boligbygging,4,19
4022,Seljord,01.01.2024,Andre bygningstyper,5,Annen boligbygging,4,31
4022,Seljord,01.01.2025,Enebolig,1,Enebolig,1,1464
4022,Seljord,01.01.2025,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",2,76
4022,Seljord,01.01.2025,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",2,87
4022,Seljord,01.01.2025,Boligblokk,2,Leilighet,3,42
4022,Seljord,01.01.2025,Bygning for bofellesskap,6,Annen boligbygging,4,20
4022,Seljord,01.01.2025,Andre bygningstyper,5,Annen boligbygging,4,31
4022,Seljord,01.01.2026,Enebolig,1,Enebolig,1,1474
4022,Seljord,01.01.2026,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",2,78
4022,Seljord,01.01.2026,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",2,87
4022,Seljord,01.01.2026,Boligblokk,2,Leilighet,3,46
4022,Seljord,01.01.2026,Bygning for bofellesskap,6,Annen boligbygging,4,18
4022,Seljord,01.01.2026,Andre bygningstyper,5,Annen boligbygging,4,29
4024,Hjartdal,01.01.2013,Enebolig,1,Enebolig,1,764
4024,Hjartdal,01.01.2013,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",2,24
4024,Hjartdal,01.01.2013,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",2,8
4024,Hjartdal,01.01.2013,Boligblokk,2,Leilighet,3,6
4024,Hjartdal,01.01.2013,Bygning for bofellesskap,6,Annen boligbygging,4,2
4024,Hjartdal,01.01.2013,Andre bygningstyper,5,Annen boligbygging,4,16
4024,Hjartdal,01.01.2014,Enebolig,1,Enebolig,1,848
4024,Hjartdal,01.01.2014,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",2,32
4024,Hjartdal,01.01.2014,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",2,6
4024,Hjartdal,01.01.2014,Boligblokk,2,Leilighet,3,13
4024,Hjartdal,01.01.2014,Bygning for bofellesskap,6,Annen boligbygging,4,1
4024,Hjartdal,01.01.2014,Andre bygningstyper,5,Annen boligbygging,4,12
4024,Hjartdal,01.01.2015,Enebolig,1,Enebolig,1,848
4024,Hjartdal,01.01.2015,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",2,36
4024,Hjartdal,01.01.2015,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",2,6
4024,Hjartdal,01.01.2015,Boligblokk,2,Leilighet,3,13
4024,Hjartdal,01.01.2015,Bygning for bofellesskap,6,Annen boligbygging,4,1
4024,Hjartdal,01.01.2015,Andre bygningstyper,5,Annen boligbygging,4,13
4024,Hjartdal,01.01.2016,Enebolig,1,Enebolig,1,851
4024,Hjartdal,01.01.2016,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",2,34
4024,Hjartdal,01.01.2016,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",2,6
4024,Hjartdal,01.01.2016,Boligblokk,2,Leilighet,3,13
4024,Hjartdal,01.01.2016,Bygning for bofellesskap,6,Annen boligbygging,4,2
4024,Hjartdal,01.01.2016,Andre bygningstyper,5,Annen boligbygging,4,15
4024,Hjartdal,01.01.2017,Enebolig,1,Enebolig,1,855
4024,Hjartdal,01.01.2017,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",2,34
4024,Hjartdal,01.01.2017,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",2,6
4024,Hjartdal,01.01.2017,Boligblokk,2,Leilighet,3,13
4024,Hjartdal,01.01.2017,Bygning for bofellesskap,6,Annen boligbygging,4,1
4024,Hjartdal,01.01.2017,Andre bygningstyper,5,Annen boligbygging,4,15
4024,Hjartdal,01.01.2018,Enebolig,1,Enebolig,1,859
4024,Hjartdal,01.01.2018,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",2,34
4024,Hjartdal,01.01.2018,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",2,6
4024,Hjartdal,01.01.2018,Boligblokk,2,Leilighet,3,13
4024,Hjartdal,01.01.2018,Bygning for bofellesskap,6,Annen boligbygging,4,1
4024,Hjartdal,01.01.2018,Andre bygningstyper,5,Annen boligbygging,4,15
4024,Hjartdal,01.01.2019,Enebolig,1,Enebolig,1,860
4024,Hjartdal,01.01.2019,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",2,35
4024,Hjartdal,01.01.2019,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",2,6
4024,Hjartdal,01.01.2019,Boligblokk,2,Leilighet,3,13
4024,Hjartdal,01.01.2019,Bygning for bofellesskap,6,Annen boligbygging,4,1
4024,Hjartdal,01.01.2019,Andre bygningstyper,5,Annen boligbygging,4,15
4024,Hjartdal,01.01.2020,Enebolig,1,Enebolig,1,862
4024,Hjartdal,01.01.2020,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",2,35
4024,Hjartdal,01.01.2020,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",2,10
4024,Hjartdal,01.01.2020,Boligblokk,2,Leilighet,3,13
4024,Hjartdal,01.01.2020,Bygning for bofellesskap,6,Annen boligbygging,4,1
4024,Hjartdal,01.01.2020,Andre bygningstyper,5,Annen boligbygging,4,15
4024,Hjartdal,01.01.2021,Enebolig,1,Enebolig,1,864
4024,Hjartdal,01.01.2021,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",2,35
4024,Hjartdal,01.01.2021,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",2,10
4024,Hjartdal,01.01.2021,Boligblokk,2,Leilighet,3,13
4024,Hjartdal,01.01.2021,Bygning for bofellesskap,6,Annen boligbygging,4,1
4024,Hjartdal,01.01.2021,Andre bygningstyper,5,Annen boligbygging,4,16
4024,Hjartdal,01.01.2022,Enebolig,1,Enebolig,1,867
4024,Hjartdal,01.01.2022,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",2,35
4024,Hjartdal,01.01.2022,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",2,10
4024,Hjartdal,01.01.2022,Boligblokk,2,Leilighet,3,13
4024,Hjartdal,01.01.2022,Bygning for bofellesskap,6,Annen boligbygging,4,1
4024,Hjartdal,01.01.2022,Andre bygningstyper,5,Annen boligbygging,4,16
4024,Hjartdal,01.01.2023,Enebolig,1,Enebolig,1,867
4024,Hjartdal,01.01.2023,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",2,34
4024,Hjartdal,01.01.2023,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",2,10
4024,Hjartdal,01.01.2023,Boligblokk,2,Leilighet,3,13
4024,Hjartdal,01.01.2023,Bygning for bofellesskap,6,Annen boligbygging,4,1
4024,Hjartdal,01.01.2023,Andre bygningstyper,5,Annen boligbygging,4,15
4024,Hjartdal,01.01.2024,Enebolig,1,Enebolig,1,865
4024,Hjartdal,01.01.2024,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",2,40
4024,Hjartdal,01.01.2024,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",2,16
4024,Hjartdal,01.01.2024,Boligblokk,2,Leilighet,3,13
4024,Hjartdal,01.01.2024,Bygning for bofellesskap,6,Annen boligbygging,4,1
4024,Hjartdal,01.01.2024,Andre bygningstyper,5,Annen boligbygging,4,16
4024,Hjartdal,01.01.2025,Enebolig,1,Enebolig,1,866
4024,Hjartdal,01.01.2025,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",2,40
4024,Hjartdal,01.01.2025,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",2,16
4024,Hjartdal,01.01.2025,Boligblokk,2,Leilighet,3,17
4024,Hjartdal,01.01.2025,Bygning for bofellesskap,6,Annen boligbygging,4,1
4024,Hjartdal,01.01.2025,Andre bygningstyper,5,Annen boligbygging,4,15
4024,Hjartdal,01.01.2026,Enebolig,1,Enebolig,1,869
4024,Hjartdal,01.01.2026,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",2,40
4024,Hjartdal,01.01.2026,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",2,16
4024,Hjartdal,01.01.2026,Boligblokk,2,Leilighet,3,17
4024,Hjartdal,01.01.2026,Bygning for bofellesskap,6,Annen boligbygging,4,1
4024,Hjartdal,01.01.2026,Andre bygningstyper,5,Annen boligbygging,4,14
4026,Tinn,01.01.2013,Enebolig,1,Enebolig,1,2188
4026,Tinn,01.01.2013,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",2,311
4026,Tinn,01.01.2013,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",2,410
4026,Tinn,01.01.2013,Boligblokk,2,Leilighet,3,564
4026,Tinn,01.01.2013,Bygning for bofellesskap,6,Annen boligbygging,4,47
4026,Tinn,01.01.2013,Andre bygningstyper,5,Annen boligbygging,4,142
4026,Tinn,01.01.2014,Enebolig,1,Enebolig,1,2215
4026,Tinn,01.01.2014,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",2,311
4026,Tinn,01.01.2014,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",2,417
4026,Tinn,01.01.2014,Boligblokk,2,Leilighet,3,567
4026,Tinn,01.01.2014,Bygning for bofellesskap,6,Annen boligbygging,4,47
4026,Tinn,01.01.2014,Andre bygningstyper,5,Annen boligbygging,4,141
4026,Tinn,01.01.2015,Enebolig,1,Enebolig,1,2229
4026,Tinn,01.01.2015,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",2,312
4026,Tinn,01.01.2015,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",2,416
