region,statistikkvariabel,år,bygningstype,value
Seljord,Igangsettingstillatelser boliger,2024,Våningshus,2
Seljord,Igangsettingstillatelser boliger,2024,"Del av tomannsbolig, vertikaldelt",0
Seljord,Igangsettingstillatelser boliger,2024,"Tomannsbolig, horisontaldelt",0
Seljord,Igangsettingstillatelser boliger,2024,"Del av våninghus  tomannsbustad, vertikaltdelt",0
Seljord,Igangsettingstillatelser boliger,2024,"Våningshus tomannsbolig, horisontaltdelt",0
Seljord,Igangsettingstillatelser boliger,2024,Rekkehus,0
Seljord,Igangsettingstillatelser boliger,2024,Kjedehus inkl.atriumhus,0
Seljord,Igangsettingstillatelser boliger,2024,Terrassehus,0
Seljord,Igangsettingstillatelser boliger,2024,Andre småhus med 3 boliger eller flere,0
Seljord,Igangsettingstillatelser boliger,2024,Store frittliggende boligbygg på 2 etasjer,8
Seljord,Igangsettingstillatelser boliger,2024,Store frittliggende boligbygg på 3 og 4 etasjer,0
Seljord,Igangsettingstillatelser boliger,2024,Store frittliggende boligbygg på 5 etasjer eller over,0
Seljord,Igangsettingstillatelser boliger,2024,Stort sammenbygd boligbygg på 2 etasjer,0
Seljord,Igangsettingstillatelser boliger,2024,Stort sammenbygd boligbygg på 3 og 4 etasjer,0
Seljord,Igangsettingstillatelser boliger,2024,Stort sammenbygd boligbygg på 5 etasjer eller over,0
Seljord,Igangsettingstillatelser boliger,2024,Bo- og servicesenter,0
Seljord,Igangsettingstillatelser boliger,2024,Studenthjem/studentboliger,0
Seljord,Igangsettingstillatelser boliger,2024,Annen bygning for bofellesskap,0
Seljord,Igangsettingstillatelser boliger,2024,Andre bygg enn boligbygg,0
Seljord,Igangsettingstillatelser boliger,2025,Enebolig,3
Seljord,Igangsettingstillatelser boliger,2025,"Enebolig med hybelleilighet, sokkelleilighet o.l.",0
Seljord,Igangsettingstillatelser boliger,2025,Våningshus,2
Seljord,Igangsettingstillatelser boliger,2025,"Del av tomannsbolig, vertikaldelt",0
Seljord,Igangsettingstillatelser boliger,2025,"Tomannsbolig, horisontaldelt",0
Seljord,Igangsettingstillatelser boliger,2025,"Del av våninghus  tomannsbustad, vertikaltdelt",0
Seljord,Igangsettingstillatelser boliger,2025,"Våningshus tomannsbolig, horisontaltdelt",0
Seljord,Igangsettingstillatelser boliger,2025,Rekkehus,0
Seljord,Igangsettingstillatelser boliger,2025,Kjedehus inkl.atriumhus,0
Seljord,Igangsettingstillatelser boliger,2025,Terrassehus,0
Seljord,Igangsettingstillatelser boliger,2025,Andre småhus med 3 boliger eller flere,0
Seljord,Igangsettingstillatelser boliger,2025,Store frittliggende boligbygg på 2 etasjer,0
Seljord,Igangsettingstillatelser boliger,2025,Store frittliggende boligbygg på 3 og 4 etasjer,6
Seljord,Igangsettingstillatelser boliger,2025,Store frittliggende boligbygg på 5 etasjer eller over,0
Seljord,Igangsettingstillatelser boliger,2025,Stort sammenbygd boligbygg på 2 etasjer,0
Seljord,Igangsettingstillatelser boliger,2025,Stort sammenbygd boligbygg på 3 og 4 etasjer,6
Seljord,Igangsettingstillatelser boliger,2025,Stort sammenbygd boligbygg på 5 etasjer eller over,0
Seljord,Igangsettingstillatelser boliger,2025,Bo- og servicesenter,0
Seljord,Igangsettingstillatelser boliger,2025,Studenthjem/studentboliger,0
Seljord,Igangsettingstillatelser boliger,2025,Annen bygning for bofellesskap,0
Seljord,Igangsettingstillatelser boliger,2025,Andre bygg enn boligbygg,0
Hjartdal,Igangsettingstillatelser boliger,2000,Enebolig,3
Hjartdal,Igangsettingstillatelser boliger,2000,"Enebolig med hybelleilighet, sokkelleilighet o.l.",0
Hjartdal,Igangsettingstillatelser boliger,2000,Våningshus,0
Hjartdal,Igangsettingstillatelser boliger,2000,"Del av tomannsbolig, vertikaldelt",0
Hjartdal,Igangsettingstillatelser boliger,2000,"Tomannsbolig, horisontaldelt",0
Hjartdal,Igangsettingstillatelser boliger,2000,"Del av våninghus  tomannsbustad, vertikaltdelt",0
Hjartdal,Igangsettingstillatelser boliger,2000,"Våningshus tomannsbolig, horisontaltdelt",0
Hjartdal,Igangsettingstillatelser boliger,2000,Rekkehus,0
Hjartdal,Igangsettingstillatelser boliger,2000,Kjedehus inkl.atriumhus,0
Hjartdal,Igangsettingstillatelser boliger,2000,Terrassehus,0
Hjartdal,Igangsettingstillatelser boliger,2000,Andre småhus med 3 boliger eller flere,0
Hjartdal,Igangsettingstillatelser boliger,2000,Store frittliggende boligbygg på 2 etasjer,0
Hjartdal,Igangsettingstillatelser boliger,2000,Store frittliggende boligbygg på 3 og 4 etasjer,0
Hjartdal,Igangsettingstillatelser boliger,2000,Store frittliggende boligbygg på 5 etasjer eller over,0
Hjartdal,Igangsettingstillatelser boliger,2000,Stort sammenbygd boligbygg på 2 etasjer,0
Hjartdal,Igangsettingstillatelser boliger,2000,Stort sammenbygd boligbygg på 3 og 4 etasjer,0
Hjartdal,Igangsettingstillatelser boliger,2000,Stort sammenbygd boligbygg på 5 etasjer eller over,0
Hjartdal,Igangsettingstillatelser boliger,2000,Bo- og servicesenter,0
Hjartdal,Igangsettingstillatelser boliger,2000,Studenthjem/studentboliger,0
Hjartdal,Igangsettingstillatelser boliger,2000,Annen bygning for bofellesskap,0
Hjartdal,Igangsettingstillatelser boliger,2000,Andre bygg enn boligbygg,0
Hjartdal,Igangsettingstillatelser boliger,2001,Enebolig,0
Hjartdal,Igangsettingstillatelser boliger,2001,"Enebolig med hybelleilighet, sokkelleilighet o.l.",0
Hjartdal,Igangsettingstillatelser boliger,2001,Våningshus,2
Hjartdal,Igangsettingstillatelser boliger,2001,"Del av tomannsbolig, vertikaldelt",0
Hjartdal,Igangsettingstillatelser boliger,2001,"Tomannsbolig, horisontaldelt",0
Hjartdal,Igangsettingstillatelser boliger,2001,"Del av våninghus  tomannsbustad, vertikaltdelt",0
Hjartdal,Igangsettingstillatelser boliger,2001,"Våningshus tomannsbolig, horisontaltdelt",0
Hjartdal,Igangsettingstillatelser boliger,2001,Rekkehus,0
Hjartdal,Igangsettingstillatelser boliger,2001,Kjedehus inkl.atriumhus,0
Hjartdal,Igangsettingstillatelser boliger,2001,Terrassehus,0
Hjartdal,Igangsettingstillatelser boliger,2001,Andre småhus med 3 boliger eller flere,0
Hjartdal,Igangsettingstillatelser boliger,2001,Store frittliggende boligbygg på 2 etasjer,0
Hjartdal,Igangsettingstillatelser boliger,2001,Store frittliggende boligbygg på 3 og 4 etasjer,0
Hjartdal,Igangsettingstillatelser boliger,2001,Store frittliggende boligbygg på 5 etasjer eller over,0
Hjartdal,Igangsettingstillatelser boliger,2001,Stort sammenbygd boligbygg på 2 etasjer,0
Hjartdal,Igangsettingstillatelser boliger,2001,Stort sammenbygd boligbygg på 3 og 4 etasjer,0
Hjartdal,Igangsettingstillatelser boliger,2001,Stort sammenbygd boligbygg på 5 etasjer eller over,0
Hjartdal,Igangsettingstillatelser boliger,2001,Bo- og servicesenter,0
Hjartdal,Igangsettingstillatelser boliger,2001,Studenthjem/studentboliger,0
Hjartdal,Igangsettingstillatelser boliger,2001,Annen bygning for bofellesskap,0
Hjartdal,Igangsettingstillatelser boliger,2001,Andre bygg enn boligbygg,0
Hjartdal,Igangsettingstillatelser boliger,2002,Enebolig,2
Hjartdal,Igangsettingstillatelser boliger,2002,"Enebolig med hybelleilighet, sokkelleilighet o.l.",2
Hjartdal,Igangsettingstillatelser boliger,2002,Våningshus,1
Hjartdal,Igangsettingstillatelser boliger,2002,"Del av tomannsbolig, vertikaldelt",0
Hjartdal,Igangsettingstillatelser boliger,2002,"Tomannsbolig, horisontaldelt",0
Hjartdal,Igangsettingstillatelser boliger,2002,"Del av våninghus  tomannsbustad, vertikaltdelt",0
Hjartdal,Igangsettingstillatelser boliger,2002,"Våningshus tomannsbolig, horisontaltdelt",0
Hjartdal,Igangsettingstillatelser boliger,2002,Rekkehus,0
Hjartdal,Igangsettingstillatelser boliger,2002,Kjedehus inkl.atriumhus,0
Hjartdal,Igangsettingstillatelser boliger,2002,Terrassehus,0
Hjartdal,Igangsettingstillatelser boliger,2002,Andre småhus med 3 boliger eller flere,0
Hjartdal,Igangsettingstillatelser boliger,2002,Store frittliggende boligbygg på 2 etasjer,0
Hjartdal,Igangsettingstillatelser boliger,2002,Store frittliggende boligbygg på 3 og 4 etasjer,0
Hjartdal,Igangsettingstillatelser boliger,2002,Store frittliggende boligbygg på 5 etasjer eller over,0
Hjartdal,Igangsettingstillatelser boliger,2002,Stort sammenbygd boligbygg på 2 etasjer,0
Hjartdal,Igangsettingstillatelser boliger,2002,Stort sammenbygd boligbygg på 3 og 4 etasjer,0
Hjartdal,Igangsettingstillatelser boliger,2002,Stort sammenbygd boligbygg på 5 etasjer eller over,0
Hjartdal,Igangsettingstillatelser boliger,2002,Bo- og servicesenter,0
Hjartdal,Igangsettingstillatelser boliger,2002,Studenthjem/studentboliger,0
Hjartdal,Igangsettingstillatelser boliger,2002,Annen bygning for bofellesskap,0
Hjartdal,Igangsettingstillatelser boliger,2002,Andre bygg enn boligbygg,0
Hjartdal,Igangsettingstillatelser boliger,2003,Enebolig,1
Hjartdal,Igangsettingstillatelser boliger,2003,"Enebolig med hybelleilighet, sokkelleilighet o.l.",0
Hjartdal,Igangsettingstillatelser boliger,2003,Våningshus,0
Hjartdal,Igangsettingstillatelser boliger,2003,"Del av tomannsbolig, vertikaldelt",0
Hjartdal,Igangsettingstillatelser boliger,2003,"Tomannsbolig, horisontaldelt",0
Hjartdal,Igangsettingstillatelser boliger,2003,"Del av våninghus  tomannsbustad, vertikaltdelt",0
Hjartdal,Igangsettingstillatelser boliger,2003,"Våningshus tomannsbolig, horisontaltdelt",0
Hjartdal,Igangsettingstillatelser boliger,2003,Rekkehus,0
Hjartdal,Igangsettingstillatelser boliger,2003,Kjedehus inkl.atriumhus,0
Hjartdal,Igangsettingstillatelser boliger,2003,Terrassehus,0
Hjartdal,Igangsettingstillatelser boliger,2003,Andre småhus med 3 boliger eller flere,0
Hjartdal,Igangsettingstillatelser boliger,2003,Store frittliggende boligbygg på 2 etasjer,0
Hjartdal,Igangsettingstillatelser boliger,2003,Store frittliggende boligbygg på 3 og 4 etasjer,0
Hjartdal,Igangsettingstillatelser boliger,2003,Store frittliggende boligbygg på 5 etasjer eller over,0
Hjartdal,Igangsettingstillatelser boliger,2003,Stort sammenbygd boligbygg på 2 etasjer,0
Hjartdal,Igangsettingstillatelser boliger,2003,Stort sammenbygd boligbygg på 3 og 4 etasjer,0
Hjartdal,Igangsettingstillatelser boliger,2003,Stort sammenbygd boligbygg på 5 etasjer eller over,0
Hjartdal,Igangsettingstillatelser boliger,2003,Bo- og servicesenter,0
Hjartdal,Igangsettingstillatelser boliger,2003,Studenthjem/studentboliger,0
Hjartdal,Igangsettingstillatelser boliger,2003,Annen bygning for bofellesskap,0
Hjartdal,Igangsettingstillatelser boliger,2003,Andre bygg enn boligbygg,0
Hjartdal,Igangsettingstillatelser boliger,2004,Enebolig,1
Hjartdal,Igangsettingstillatelser boliger,2004,"Enebolig med hybelleilighet, sokkelleilighet o.l.",0
Hjartdal,Igangsettingstillatelser boliger,2004,Våningshus,1
Hjartdal,Igangsettingstillatelser boliger,2004,"Del av tomannsbolig, vertikaldelt",0
Hjartdal,Igangsettingstillatelser boliger,2004,"Tomannsbolig, horisontaldelt",0
Hjartdal,Igangsettingstillatelser boliger,2004,"Del av våninghus  tomannsbustad, vertikaltdelt",0
Hjartdal,Igangsettingstillatelser boliger,2004,"Våningshus tomannsbolig, horisontaltdelt",0
Hjartdal,Igangsettingstillatelser boliger,2004,Rekkehus,0
Hjartdal,Igangsettingstillatelser boliger,2004,Kjedehus inkl.atriumhus,0
Hjartdal,Igangsettingstillatelser boliger,2004,Terrassehus,0
Hjartdal,Igangsettingstillatelser boliger,2004,Andre småhus med 3 boliger eller flere,0
Hjartdal,Igangsettingstillatelser boliger,2004,Store frittliggende boligbygg på 2 etasjer,0
Hjartdal,Igangsettingstillatelser boliger,2004,Store frittliggende boligbygg på 3 og 4 etasjer,0
Hjartdal,Igangsettingstillatelser boliger,2004,Store frittliggende boligbygg på 5 etasjer eller over,0
Hjartdal,Igangsettingstillatelser boliger,2004,Stort sammenbygd boligbygg på 2 etasjer,0
Hjartdal,Igangsettingstillatelser boliger,2004,Stort sammenbygd boligbygg på 3 og 4 etasjer,0
Hjartdal,Igangsettingstillatelser boliger,2004,Stort sammenbygd boligbygg på 5 etasjer eller over,0
Hjartdal,Igangsettingstillatelser boliger,2004,Bo- og servicesenter,0
Hjartdal,Igangsettingstillatelser boliger,2004,Studenthjem/studentboliger,0
Hjartdal,Igangsettingstillatelser boliger,2004,Annen bygning for bofellesskap,0
Hjartdal,Igangsettingstillatelser boliger,2004,Andre bygg enn boligbygg,0
Hjartdal,Igangsettingstillatelser boliger,2005,Enebolig,0
Hjartdal,Igangsettingstillatelser boliger,2005,"Enebolig med hybelleilighet, sokkelleilighet o.l.",0
Hjartdal,Igangsettingstillatelser boliger,2005,Våningshus,0
Hjartdal,Igangsettingstillatelser boliger,2005,"Del av tomannsbolig, vertikaldelt",0
Hjartdal,Igangsettingstillatelser boliger,2005,"Tomannsbolig, horisontaldelt",0
Hjartdal,Igangsettingstillatelser boliger,2005,"Del av våninghus  tomannsbustad, vertikaltdelt",0
Hjartdal,Igangsettingstillatelser boliger,2005,"Våningshus tomannsbolig, horisontaltdelt",2
Hjartdal,Igangsettingstillatelser boliger,2005,Rekkehus,0
Hjartdal,Igangsettingstillatelser boliger,2005,Kjedehus inkl.atriumhus,0
Hjartdal,Igangsettingstillatelser boliger,2005,Terrassehus,0
Hjartdal,Igangsettingstillatelser boliger,2005,Andre småhus med 3 boliger eller flere,0
Hjartdal,Igangsettingstillatelser boliger,2005,Store frittliggende boligbygg på 2 etasjer,0
Hjartdal,Igangsettingstillatelser boliger,2005,Store frittliggende boligbygg på 3 og 4 etasjer,0
Hjartdal,Igangsettingstillatelser boliger,2005,Store frittliggende boligbygg på 5 etasjer eller over,0
Hjartdal,Igangsettingstillatelser boliger,2005,Stort sammenbygd boligbygg på 2 etasjer,0
Hjartdal,Igangsettingstillatelser boliger,2005,Stort sammenbygd boligbygg på 3 og 4 etasjer,0
Hjartdal,Igangsettingstillatelser boliger,2005,Stort sammenbygd boligbygg på 5 etasjer eller over,0
Hjartdal,Igangsettingstillatelser boliger,2005,Bo- og servicesenter,0
Hjartdal,Igangsettingstillatelser boliger,2005,Studenthjem/studentboliger,0
Hjartdal,Igangsettingstillatelser boliger,2005,Annen bygning for bofellesskap,0
Hjartdal,Igangsettingstillatelser boliger,2005,Andre bygg enn boligbygg,0
Hjartdal,Igangsettingstillatelser boliger,2006,Enebolig,0
Hjartdal,Igangsettingstillatelser boliger,2006,"Enebolig med hybelleilighet, sokkelleilighet o.l.",0
Hjartdal,Igangsettingstillatelser boliger,2006,Våningshus,0
Hjartdal,Igangsettingstillatelser boliger,2006,"Del av tomannsbolig, vertikaldelt",0
Hjartdal,Igangsettingstillatelser boliger,2006,"Tomannsbolig, horisontaldelt",0
Hjartdal,Igangsettingstillatelser boliger,2006,"Del av våninghus  tomannsbustad, vertikaltdelt",0
Hjartdal,Igangsettingstillatelser boliger,2006,"Våningshus tomannsbolig, horisontaltdelt",2
Hjartdal,Igangsettingstillatelser boliger,2006,Rekkehus,0
Hjartdal,Igangsettingstillatelser boliger,2006,Kjedehus inkl.atriumhus,0
Hjartdal,Igangsettingstillatelser boliger,2006,Terrassehus,0
Hjartdal,Igangsettingstillatelser boliger,2006,Andre småhus med 3 boliger eller flere,0
Hjartdal,Igangsettingstillatelser boliger,2006,Store frittliggende boligbygg på 2 etasjer,0
Hjartdal,Igangsettingstillatelser boliger,2006,Store frittliggende boligbygg på 3 og 4 etasjer,0
Hjartdal,Igangsettingstillatelser boliger,2006,Store frittliggende boligbygg på 5 etasjer eller over,0
Hjartdal,Igangsettingstillatelser boliger,2006,Stort sammenbygd boligbygg på 2 etasjer,0
Hjartdal,Igangsettingstillatelser boliger,2006,Stort sammenbygd boligbygg på 3 og 4 etasjer,0
Hjartdal,Igangsettingstillatelser boliger,2006,Stort sammenbygd boligbygg på 5 etasjer eller over,0
Hjartdal,Igangsettingstillatelser boliger,2006,Bo- og servicesenter,0
Hjartdal,Igangsettingstillatelser boliger,2006,Studenthjem/studentboliger,0
Hjartdal,Igangsettingstillatelser boliger,2006,Annen bygning for bofellesskap,0
Hjartdal,Igangsettingstillatelser boliger,2006,Andre bygg enn boligbygg,0
Hjartdal,Igangsettingstillatelser boliger,2007,Enebolig,2
Hjartdal,Igangsettingstillatelser boliger,2007,"Enebolig med hybelleilighet, sokkelleilighet o.l.",0
Hjartdal,Igangsettingstillatelser boliger,2007,Våningshus,1
Hjartdal,Igangsettingstillatelser boliger,2007,"Del av tomannsbolig, vertikaldelt",0
Hjartdal,Igangsettingstillatelser boliger,2007,"Tomannsbolig, horisontaldelt",0
Hjartdal,Igangsettingstillatelser boliger,2007,"Del av våninghus  tomannsbustad, vertikaltdelt",0
Hjartdal,Igangsettingstillatelser boliger,2007,"Våningshus tomannsbolig, horisontaltdelt",0
Hjartdal,Igangsettingstillatelser boliger,2007,Rekkehus,0
Hjartdal,Igangsettingstillatelser boliger,2007,Kjedehus inkl.atriumhus,0
Hjartdal,Igangsettingstillatelser boliger,2007,Terrassehus,0
Hjartdal,Igangsettingstillatelser boliger,2007,Andre småhus med 3 boliger eller flere,0
Hjartdal,Igangsettingstillatelser boliger,2007,Store frittliggende boligbygg på 2 etasjer,0
Hjartdal,Igangsettingstillatelser boliger,2007,Store frittliggende boligbygg på 3 og 4 etasjer,0
Hjartdal,Igangsettingstillatelser boliger,2007,Store frittliggende boligbygg på 5 etasjer eller over,0
Hjartdal,Igangsettingstillatelser boliger,2007,Stort sammenbygd boligbygg på 2 etasjer,0
Hjartdal,Igangsettingstillatelser boliger,2007,Stort sammenbygd boligbygg på 3 og 4 etasjer,0
Hjartdal,Igangsettingstillatelser boliger,2007,Stort sammenbygd boligbygg på 5 etasjer eller over,0
Hjartdal,Igangsettingstillatelser boliger,2007,Bo- og servicesenter,0
Hjartdal,Igangsettingstillatelser boliger,2007,Studenthjem/studentboliger,0
Hjartdal,Igangsettingstillatelser boliger,2007,Annen bygning for bofellesskap,0
Hjartdal,Igangsettingstillatelser boliger,2007,Andre bygg enn boligbygg,0
Hjartdal,Igangsettingstillatelser boliger,2008,Enebolig,0
Hjartdal,Igangsettingstillatelser boliger,2008,"Enebolig med hybelleilighet, sokkelleilighet o.l.",0
Hjartdal,Igangsettingstillatelser boliger,2008,Våningshus,0
Hjartdal,Igangsettingstillatelser boliger,2008,"Del av tomannsbolig, vertikaldelt",0
Hjartdal,Igangsettingstillatelser boliger,2008,"Tomannsbolig, horisontaldelt",0
Hjartdal,Igangsettingstillatelser boliger,2008,"Del av våninghus  tomannsbustad, vertikaltdelt",0
Hjartdal,Igangsettingstillatelser boliger,2008,"Våningshus tomannsbolig, horisontaltdelt",0
Hjartdal,Igangsettingstillatelser boliger,2008,Rekkehus,0
Hjartdal,Igangsettingstillatelser boliger,2008,Kjedehus inkl.atriumhus,0
Hjartdal,Igangsettingstillatelser boliger,2008,Terrassehus,0
Hjartdal,Igangsettingstillatelser boliger,2008,Andre småhus med 3 boliger eller flere,0
Hjartdal,Igangsettingstillatelser boliger,2008,Store frittliggende boligbygg på 2 etasjer,0
Hjartdal,Igangsettingstillatelser boliger,2008,Store frittliggende boligbygg på 3 og 4 etasjer,0
Hjartdal,Igangsettingstillatelser boliger,2008,Store frittliggende boligbygg på 5 etasjer eller over,0
Hjartdal,Igangsettingstillatelser boliger,2008,Stort sammenbygd boligbygg på 2 etasjer,0
Hjartdal,Igangsettingstillatelser boliger,2008,Stort sammenbygd boligbygg på 3 og 4 etasjer,0
Hjartdal,Igangsettingstillatelser boliger,2008,Stort sammenbygd boligbygg på 5 etasjer eller over,0
Hjartdal,Igangsettingstillatelser boliger,2008,Bo- og servicesenter,0
Hjartdal,Igangsettingstillatelser boliger,2008,Studenthjem/studentboliger,0
Hjartdal,Igangsettingstillatelser boliger,2008,Annen bygning for bofellesskap,0
Hjartdal,Igangsettingstillatelser boliger,2008,Andre bygg enn boligbygg,0
Hjartdal,Igangsettingstillatelser boliger,2009,Enebolig,1
Hjartdal,Igangsettingstillatelser boliger,2009,"Enebolig med hybelleilighet, sokkelleilighet o.l.",0
Hjartdal,Igangsettingstillatelser boliger,2009,Våningshus,0
Hjartdal,Igangsettingstillatelser boliger,2009,"Del av tomannsbolig, vertikaldelt",0
Hjartdal,Igangsettingstillatelser boliger,2009,"Tomannsbolig, horisontaldelt",0
Hjartdal,Igangsettingstillatelser boliger,2009,"Del av våninghus  tomannsbustad, vertikaltdelt",0
Hjartdal,Igangsettingstillatelser boliger,2009,"Våningshus tomannsbolig, horisontaltdelt",0
Hjartdal,Igangsettingstillatelser boliger,2009,Rekkehus,0
Hjartdal,Igangsettingstillatelser boliger,2009,Kjedehus inkl.atriumhus,0
Hjartdal,Igangsettingstillatelser boliger,2009,Terrassehus,0
Hjartdal,Igangsettingstillatelser boliger,2009,Andre småhus med 3 boliger eller flere,0
Hjartdal,Igangsettingstillatelser boliger,2009,Store frittliggende boligbygg på 2 etasjer,0
Hjartdal,Igangsettingstillatelser boliger,2009,Store frittliggende boligbygg på 3 og 4 etasjer,0
Hjartdal,Igangsettingstillatelser boliger,2009,Store frittliggende boligbygg på 5 etasjer eller over,0
Hjartdal,Igangsettingstillatelser boliger,2009,Stort sammenbygd boligbygg på 2 etasjer,0
Hjartdal,Igangsettingstillatelser boliger,2009,Stort sammenbygd boligbygg på 3 og 4 etasjer,0
Hjartdal,Igangsettingstillatelser boliger,2009,Stort sammenbygd boligbygg på 5 etasjer eller over,0
Hjartdal,Igangsettingstillatelser boliger,2009,Bo- og servicesenter,0
Hjartdal,Igangsettingstillatelser boliger,2009,Studenthjem/studentboliger,0
Hjartdal,Igangsettingstillatelser boliger,2009,Annen bygning for bofellesskap,0
Hjartdal,Igangsettingstillatelser boliger,2009,Andre bygg enn boligbygg,0
Hjartdal,Igangsettingstillatelser boliger,2010,Enebolig,14
Hjartdal,Igangsettingstillatelser boliger,2010,"Enebolig med hybelleilighet, sokkelleilighet o.l.",0
Hjartdal,Igangsettingstillatelser boliger,2010,Våningshus,1
Hjartdal,Igangsettingstillatelser boliger,2010,"Del av tomannsbolig, vertikaldelt",0
Hjartdal,Igangsettingstillatelser boliger,2010,"Tomannsbolig, horisontaldelt",0
Hjartdal,Igangsettingstillatelser boliger,2010,"Del av våninghus  tomannsbustad, vertikaltdelt",0
Hjartdal,Igangsettingstillatelser boliger,2010,"Våningshus tomannsbolig, horisontaltdelt",0
Hjartdal,Igangsettingstillatelser boliger,2010,Rekkehus,0
Hjartdal,Igangsettingstillatelser boliger,2010,Kjedehus inkl.atriumhus,0
Hjartdal,Igangsettingstillatelser boliger,2010,Terrassehus,0
Hjartdal,Igangsettingstillatelser boliger,2010,Andre småhus med 3 boliger eller flere,0
Hjartdal,Igangsettingstillatelser boliger,2010,Store frittliggende boligbygg på 2 etasjer,0
Hjartdal,Igangsettingstillatelser boliger,2010,Store frittliggende boligbygg på 3 og 4 etasjer,0
Hjartdal,Igangsettingstillatelser boliger,2010,Store frittliggende boligbygg på 5 etasjer eller over,0
Hjartdal,Igangsettingstillatelser boliger,2010,Stort sammenbygd boligbygg på 2 etasjer,0
Hjartdal,Igangsettingstillatelser boliger,2010,Stort sammenbygd boligbygg på 3 og 4 etasjer,0
Hjartdal,Igangsettingstillatelser boliger,2010,Stort sammenbygd boligbygg på 5 etasjer eller over,0
Hjartdal,Igangsettingstillatelser boliger,2010,Bo- og servicesenter,0
Hjartdal,Igangsettingstillatelser boliger,2010,Studenthjem/studentboliger,0
Hjartdal,Igangsettingstillatelser boliger,2010,Annen bygning for bofellesskap,0
Hjartdal,Igangsettingstillatelser boliger,2010,Andre bygg enn boligbygg,0
Hjartdal,Igangsettingstillatelser boliger,2011,Enebolig,2
Hjartdal,Igangsettingstillatelser boliger,2011,"Enebolig med hybelleilighet, sokkelleilighet o.l.",0
Hjartdal,Igangsettingstillatelser boliger,2011,Våningshus,1
Hjartdal,Igangsettingstillatelser boliger,2011,"Del av tomannsbolig, vertikaldelt",4
Hjartdal,Igangsettingstillatelser boliger,2011,"Tomannsbolig, horisontaldelt",0
Hjartdal,Igangsettingstillatelser boliger,2011,"Del av våninghus  tomannsbustad, vertikaltdelt",0
Hjartdal,Igangsettingstillatelser boliger,2011,"Våningshus tomannsbolig, horisontaltdelt",0
Hjartdal,Igangsettingstillatelser boliger,2011,Rekkehus,0
Hjartdal,Igangsettingstillatelser boliger,2011,Kjedehus inkl.atriumhus,0
Hjartdal,Igangsettingstillatelser boliger,2011,Terrassehus,0
Hjartdal,Igangsettingstillatelser boliger,2011,Andre småhus med 3 boliger eller flere,0
Hjartdal,Igangsettingstillatelser boliger,2011,Store frittliggende boligbygg på 2 etasjer,0
Hjartdal,Igangsettingstillatelser boliger,2011,Store frittliggende boligbygg på 3 og 4 etasjer,0
Hjartdal,Igangsettingstillatelser boliger,2011,Store frittliggende boligbygg på 5 etasjer eller over,0
Hjartdal,Igangsettingstillatelser boliger,2011,Stort sammenbygd boligbygg på 2 etasjer,0
Hjartdal,Igangsettingstillatelser boliger,2011,Stort sammenbygd boligbygg på 3 og 4 etasjer,0
Hjartdal,Igangsettingstillatelser boliger,2011,Stort sammenbygd boligbygg på 5 etasjer eller over,0
Hjartdal,Igangsettingstillatelser boliger,2011,Bo- og servicesenter,0
Hjartdal,Igangsettingstillatelser boliger,2011,Studenthjem/studentboliger,0
Hjartdal,Igangsettingstillatelser boliger,2011,Annen bygning for bofellesskap,0
Hjartdal,Igangsettingstillatelser boliger,2011,Andre bygg enn boligbygg,0
Hjartdal,Igangsettingstillatelser boliger,2012,Enebolig,4
Hjartdal,Igangsettingstillatelser boliger,2012,"Enebolig med hybelleilighet, sokkelleilighet o.l.",0
Hjartdal,Igangsettingstillatelser boliger,2012,Våningshus,0
Hjartdal,Igangsettingstillatelser boliger,2012,"Del av tomannsbolig, vertikaldelt",0
Hjartdal,Igangsettingstillatelser boliger,2012,"Tomannsbolig, horisontaldelt",0
Hjartdal,Igangsettingstillatelser boliger,2012,"Del av våninghus  tomannsbustad, vertikaltdelt",0
Hjartdal,Igangsettingstillatelser boliger,2012,"Våningshus tomannsbolig, horisontaltdelt",0
Hjartdal,Igangsettingstillatelser boliger,2012,Rekkehus,0
Hjartdal,Igangsettingstillatelser boliger,2012,Kjedehus inkl.atriumhus,0
Hjartdal,Igangsettingstillatelser boliger,2012,Terrassehus,0
Hjartdal,Igangsettingstillatelser boliger,2012,Andre småhus med 3 boliger eller flere,0
Hjartdal,Igangsettingstillatelser boliger,2012,Store frittliggende boligbygg på 2 etasjer,0
Hjartdal,Igangsettingstillatelser boliger,2012,Store frittliggende boligbygg på 3 og 4 etasjer,0
Hjartdal,Igangsettingstillatelser boliger,2012,Store frittliggende boligbygg på 5 etasjer eller over,0
Hjartdal,Igangsettingstillatelser boliger,2012,Stort sammenbygd boligbygg på 2 etasjer,0
Hjartdal,Igangsettingstillatelser boliger,2012,Stort sammenbygd boligbygg på 3 og 4 etasjer,0
Hjartdal,Igangsettingstillatelser boliger,2012,Stort sammenbygd boligbygg på 5 etasjer eller over,0
Hjartdal,Igangsettingstillatelser boliger,2012,Bo- og servicesenter,0
Hjartdal,Igangsettingstillatelser boliger,2012,Studenthjem/studentboliger,0
Hjartdal,Igangsettingstillatelser boliger,2012,Annen bygning for bofellesskap,0
Hjartdal,Igangsettingstillatelser boliger,2012,Andre bygg enn boligbygg,0
Hjartdal,Igangsettingstillatelser boliger,2013,Enebolig,4
